resource_id,title,description,topics,difficulty,format,duration_minutes,cost_type,price_usd,provider,quality_score,accessibility_score,has_captions,has_transcript,prerequisites,language,resource_url,popularity_score
R0305,Deep learning Practice Lab 305,An original beginner learning resource that develops deep learning concepts through interactive exercise activities and connects them with nlp practice.,Deep learning|NLP,Beginner,Interactive exercise,90,Free,0.0,Nova Learning,0.64,0.869,True,True,None,English,https://example.org/learnbridge/resources/R0305,0.49
R0306,Cloud computing Foundations 306,An original advanced learning resource that develops cloud computing concepts through interactive exercise activities and connects them with machine learning practice.,Cloud computing|Machine learning,Advanced,Interactive exercise,360,Free,0.0,Circuit Learning,0.781,0.897,True,True,Statistics,English,https://example.org/learnbridge/resources/R0306,0.226
R0307,NLP Workshop 307,An original intermediate learning resource that develops nlp concepts through tutorial activities and connects them with deep learning practice.,NLP|Deep learning,Intermediate,Tutorial,30,Free,0.0,Quill Learning,0.621,0.816,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0307,0.258
R0308,Deep learning Workshop 308,An original intermediate learning resource that develops deep learning concepts through tutorial activities and connects them with nlp practice.,Deep learning|NLP,Intermediate,Tutorial,180,Paid,15.0,Summit Learning,0.958,0.833,True,True,Deep learning,English,https://example.org/learnbridge/resources/R0308,0.505
R0309,Cloud computing Essentials 309,An original beginner learning resource that develops cloud computing concepts through course activities and connects them with python practice.,Cloud computing|Python,Beginner,Course,30,Free,0.0,Atlas Learning,0.496,0.821,True,True,None,English,https://example.org/learnbridge/resources/R0309,0.296
R0310,Cloud computing Practice Lab 310,An original beginner learning resource that develops cloud computing concepts through practice quiz activities and connects them with machine learning practice.,Cloud computing|Machine learning,Beginner,Practice quiz,120,Free,0.0,Nexus Learning,0.955,0.973,True,True,None,English,https://example.org/learnbridge/resources/R0310,0.409
R0311,Mathematics Practice Lab 311,An original advanced learning resource that develops mathematics concepts through course activities and connects them with responsible ai practice.,Mathematics|Responsible AI,Advanced,Course,360,Free,0.0,Nexus Learning,0.573,0.862,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0311,0.196
R0312,Python Applied Path 312,An original intermediate learning resource that develops python concepts through project activities and connects them with data science practice.,Python|Data science,Intermediate,Project,120,Paid,39.0,Forge Learning,0.612,0.857,True,True,Python,English,https://example.org/learnbridge/resources/R0312,0.539
R0313,Cloud computing Applied Path 313,An original beginner learning resource that develops cloud computing concepts through tutorial activities and connects them with nlp practice.,Cloud computing|NLP,Beginner,Tutorial,60,Free,0.0,Circuit Learning,0.897,0.833,True,True,None,English,https://example.org/learnbridge/resources/R0313,0.227
R0314,Software engineering Concept Clinic 314,An original beginner learning resource that develops software engineering concepts through practice quiz activities and connects them with mathematics practice.,Software engineering|Mathematics,Beginner,Practice quiz,90,Paid,9.0,Lumen Learning,0.524,0.883,True,True,None,English,https://example.org/learnbridge/resources/R0314,0.205
R0315,Deep learning Foundations 315,An original beginner learning resource that develops deep learning concepts through article activities and connects them with statistics practice.,Deep learning|Statistics,Beginner,Article,360,Free,0.0,Harbor Learning,0.595,0.804,True,True,None,English,https://example.org/learnbridge/resources/R0315,0.673
R0316,Deep learning Practice Lab 316,An original beginner learning resource that develops deep learning concepts through interactive exercise activities and connects them with statistics practice.,Deep learning|Statistics,Beginner,Interactive exercise,240,Paid,9.0,Quill Learning,0.493,1.0,True,True,None,English,https://example.org/learnbridge/resources/R0316,0.282
R0317,SQL Applied Path 317,An original advanced learning resource that develops sql concepts through video activities and connects them with deep learning practice.,SQL|Deep learning,Advanced,Video,60,Paid,9.0,Sprout Learning,0.699,0.995,True,True,Python,English,https://example.org/learnbridge/resources/R0317,0.502
R0318,NLP Workshop 318,An original intermediate learning resource that develops nlp concepts through video activities and connects them with machine learning practice.,NLP|Machine learning,Intermediate,Video,360,Paid,25.0,Orbit Learning,0.916,0.851,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0318,0.223
R0319,Machine learning Applied Path 319,An original intermediate learning resource that develops machine learning concepts through course activities and connects them with nlp practice.,Machine learning|NLP,Intermediate,Course,20,Paid,59.0,Atlas Learning,0.651,0.994,True,True,Statistics,English,https://example.org/learnbridge/resources/R0319,0.368
R0320,Responsible AI Workshop 320,An original beginner learning resource that develops responsible ai concepts through practice quiz activities and connects them with python practice.,Responsible AI|Python,Beginner,Practice quiz,360,Free,0.0,Forge Learning,0.576,0.958,True,True,None,English,https://example.org/learnbridge/resources/R0320,0.602
R0321,Mathematics Practice Lab 321,An original beginner learning resource that develops mathematics concepts through article activities and connects them with computer vision practice.,Mathematics|Computer vision,Beginner,Article,20,Free,0.0,Nexus Learning,0.609,0.897,True,True,None,English,https://example.org/learnbridge/resources/R0321,0.69
R0322,Mathematics Essentials 322,An original beginner learning resource that develops mathematics concepts through project activities and connects them with deep learning practice.,Mathematics|Deep learning,Beginner,Project,360,Free,0.0,Atlas Learning,0.693,0.832,True,True,None,English,https://example.org/learnbridge/resources/R0322,0.644
R0323,Cloud computing Applied Path 323,An original intermediate learning resource that develops cloud computing concepts through video activities and connects them with computer vision practice.,Cloud computing|Computer vision,Intermediate,Video,120,Free,0.0,Nexus Learning,0.892,0.848,True,True,Cloud computing,English,https://example.org/learnbridge/resources/R0323,0.336
R0324,NLP Foundations 324,An original beginner learning resource that develops nlp concepts through practice quiz activities and connects them with data science practice.,NLP|Data science,Beginner,Practice quiz,45,Free,0.0,Sprout Learning,0.508,0.836,True,True,None,English,https://example.org/learnbridge/resources/R0324,0.506
R0325,Software engineering Workshop 325,An original beginner learning resource that develops software engineering concepts through article activities and connects them with sql practice.,Software engineering|SQL,Beginner,Article,30,Free,0.0,Forge Learning,0.951,0.803,True,True,None,English,https://example.org/learnbridge/resources/R0325,0.575
R0326,Mathematics Applied Path 326,An original advanced learning resource that develops mathematics concepts through project activities and connects them with computer vision practice.,Mathematics|Computer vision,Advanced,Project,480,Paid,9.0,Harbor Learning,0.492,0.853,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0326,0.492
R0327,Computer vision Essentials 327,An original beginner learning resource that develops computer vision concepts through practice quiz activities and connects them with statistics practice.,Computer vision|Statistics,Beginner,Practice quiz,45,Free,0.0,Willow Learning,0.853,0.912,True,True,None,English,https://example.org/learnbridge/resources/R0327,0.502
R0328,Computer vision Workshop 328,An original beginner learning resource that develops computer vision concepts through article activities and connects them with data science practice.,Computer vision|Data science,Beginner,Article,360,Free,0.0,Nexus Learning,0.989,0.868,True,True,None,English,https://example.org/learnbridge/resources/R0328,0.478
R0329,NLP Essentials 329,An original beginner learning resource that develops nlp concepts through practice quiz activities and connects them with computer vision practice.,NLP|Computer vision,Beginner,Practice quiz,120,Free,0.0,Nexus Learning,0.566,0.922,True,True,None,English,https://example.org/learnbridge/resources/R0329,0.693
R0330,Deep learning Field Guide 330,An original beginner learning resource that develops deep learning concepts through video activities and connects them with computer vision practice.,Deep learning|Computer vision,Beginner,Video,480,Paid,9.0,Harbor Learning,0.982,0.827,True,True,None,English,https://example.org/learnbridge/resources/R0330,0.174
R0331,SQL Field Guide 331,An original intermediate learning resource that develops sql concepts through tutorial activities and connects them with software engineering practice.,SQL|Software engineering,Intermediate,Tutorial,45,Paid,15.0,Atlas Learning,0.593,0.819,True,True,Statistics,English,https://example.org/learnbridge/resources/R0331,0.266
R0332,Statistics Essentials 332,An original intermediate learning resource that develops statistics concepts through project activities and connects them with data science practice.,Statistics|Data science,Intermediate,Project,240,Free,0.0,Harbor Learning,0.47,0.965,True,True,Statistics,English,https://example.org/learnbridge/resources/R0332,0.476
R0333,NLP Applied Path 333,An original advanced learning resource that develops nlp concepts through course activities and connects them with computer vision practice.,NLP|Computer vision,Advanced,Course,30,Free,0.0,Bridge Learning,0.792,0.974,True,True,Python,English,https://example.org/learnbridge/resources/R0333,0.485
R0334,Software engineering Practice Lab 334,An original beginner learning resource that develops software engineering concepts through practice quiz activities and connects them with machine learning practice.,Software engineering|Machine learning,Beginner,Practice quiz,20,Free,0.0,Beacon Learning,0.857,0.935,True,True,None,English,https://example.org/learnbridge/resources/R0334,0.494
R0335,Machine learning Field Guide 335,An original beginner learning resource that develops machine learning concepts through course activities and connects them with statistics practice.,Machine learning|Statistics,Beginner,Course,20,Free,0.0,Cedar Learning,0.665,0.91,True,True,None,English,https://example.org/learnbridge/resources/R0335,0.274
R0336,Statistics Essentials 336,An original beginner learning resource that develops statistics concepts through tutorial activities and connects them with cloud computing practice.,Statistics|Cloud computing,Beginner,Tutorial,480,Free,0.0,Pixel Learning,0.581,0.999,True,True,None,English,https://example.org/learnbridge/resources/R0336,0.23
R0337,Data science Applied Path 337,An original beginner learning resource that develops data science concepts through interactive exercise activities and connects them with mathematics practice.,Data science|Mathematics,Beginner,Interactive exercise,120,Free,0.0,Bridge Learning,0.866,0.869,True,True,None,English,https://example.org/learnbridge/resources/R0337,0.135
R0338,Software engineering Foundations 338,An original intermediate learning resource that develops software engineering concepts through project activities and connects them with machine learning practice.,Software engineering|Machine learning,Intermediate,Project,120,Free,0.0,Orbit Learning,0.581,0.831,True,True,Software engineering,English,https://example.org/learnbridge/resources/R0338,0.562
R0339,SQL Essentials 339,An original intermediate learning resource that develops sql concepts through interactive exercise activities and connects them with cloud computing practice.,SQL|Cloud computing,Intermediate,Interactive exercise,360,Free,0.0,Forge Learning,0.786,0.842,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0339,0.634
R0340,Statistics Applied Path 340,An original beginner learning resource that develops statistics concepts through course activities and connects them with responsible ai practice.,Statistics|Responsible AI,Beginner,Course,20,Free,0.0,Summit Learning,0.808,0.813,True,True,None,English,https://example.org/learnbridge/resources/R0340,0.135
R0341,Deep learning Foundations 341,An original intermediate learning resource that develops deep learning concepts through article activities and connects them with responsible ai practice.,Deep learning|Responsible AI,Intermediate,Article,240,Free,0.0,Pixel Learning,0.948,0.912,True,True,Deep learning,English,https://example.org/learnbridge/resources/R0341,0.249
R0342,SQL Concept Clinic 342,An original advanced learning resource that develops sql concepts through tutorial activities and connects them with statistics practice.,SQL|Statistics,Advanced,Tutorial,20,Free,0.0,Bridge Learning,0.96,0.925,True,True,Statistics,English,https://example.org/learnbridge/resources/R0342,0.539
R0343,Cloud computing Practice Lab 343,An original intermediate learning resource that develops cloud computing concepts through practice quiz activities and connects them with mathematics practice.,Cloud computing|Mathematics,Intermediate,Practice quiz,180,Paid,25.0,Quill Learning,0.693,0.848,True,True,Python,English,https://example.org/learnbridge/resources/R0343,0.186
R0344,Statistics Concept Clinic 344,An original beginner learning resource that develops statistics concepts through practice quiz activities and connects them with machine learning practice.,Statistics|Machine learning,Beginner,Practice quiz,45,Paid,15.0,Lumen Learning,0.621,0.886,True,True,None,English,https://example.org/learnbridge/resources/R0344,0.671
R0345,Machine learning Workshop 345,An original intermediate learning resource that develops machine learning concepts through course activities and connects them with python practice.,Machine learning|Python,Intermediate,Course,90,Paid,15.0,Nova Learning,0.521,0.889,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0345,0.077
R0346,Software engineering Workshop 346,An original intermediate learning resource that develops software engineering concepts through article activities and connects them with statistics practice.,Software engineering|Statistics,Intermediate,Article,120,Paid,59.0,Forge Learning,0.834,0.816,True,True,Statistics,English,https://example.org/learnbridge/resources/R0346,0.36
R0347,Statistics Workshop 347,An original beginner learning resource that develops statistics concepts through project activities and connects them with sql practice.,Statistics|SQL,Beginner,Project,90,Paid,15.0,Sprout Learning,0.486,0.99,True,True,None,English,https://example.org/learnbridge/resources/R0347,0.557
R0348,NLP Applied Path 348,An original advanced learning resource that develops nlp concepts through course activities and connects them with cloud computing practice.,NLP|Cloud computing,Advanced,Course,20,Free,0.0,Quill Learning,0.663,0.922,True,True,Statistics,English,https://example.org/learnbridge/resources/R0348,0.67
R0349,Python Workshop 349,An original intermediate learning resource that develops python concepts through course activities and connects them with sql practice.,Python|SQL,Intermediate,Course,20,Paid,25.0,Beacon Learning,0.665,0.912,True,True,Python,English,https://example.org/learnbridge/resources/R0349,0.334
R0350,Software engineering Workshop 350,An original intermediate learning resource that develops software engineering concepts through article activities and connects them with python practice.,Software engineering|Python,Intermediate,Article,240,Free,0.0,Nexus Learning,0.523,0.818,True,True,Software engineering,English,https://example.org/learnbridge/resources/R0350,0.545
R0351,Mathematics Applied Path 351,An original advanced learning resource that develops mathematics concepts through video activities and connects them with statistics practice.,Mathematics|Statistics,Advanced,Video,45,Free,0.0,Beacon Learning,0.792,0.825,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0351,0.116
R0352,Software engineering Essentials 352,An original beginner learning resource that develops software engineering concepts through course activities and connects them with machine learning practice.,Software engineering|Machine learning,Beginner,Course,45,Free,0.0,Atlas Learning,0.538,0.982,True,True,None,English,https://example.org/learnbridge/resources/R0352,0.508
R0353,Mathematics Foundations 353,An original beginner learning resource that develops mathematics concepts through article activities and connects them with deep learning practice.,Mathematics|Deep learning,Beginner,Article,45,Free,0.0,Summit Learning,0.457,0.992,True,True,None,English,https://example.org/learnbridge/resources/R0353,0.278
R0354,Deep learning Essentials 354,An original beginner learning resource that develops deep learning concepts through practice quiz activities and connects them with statistics practice.,Deep learning|Statistics,Beginner,Practice quiz,180,Free,0.0,Bridge Learning,0.582,0.888,True,True,None,English,https://example.org/learnbridge/resources/R0354,0.423
R0355,Python Applied Path 355,An original beginner learning resource that develops python concepts through practice quiz activities and connects them with statistics practice.,Python|Statistics,Beginner,Practice quiz,45,Free,0.0,Harbor Learning,0.629,0.971,True,True,None,English,https://example.org/learnbridge/resources/R0355,0.237
R0356,Mathematics Foundations 356,An original intermediate learning resource that develops mathematics concepts through tutorial activities and connects them with software engineering practice.,Mathematics|Software engineering,Intermediate,Tutorial,240,Free,0.0,Cedar Learning,0.865,0.95,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0356,0.199
R0357,Cloud computing Practice Lab 357,An original beginner learning resource that develops cloud computing concepts through article activities and connects them with data science practice.,Cloud computing|Data science,Beginner,Article,90,Free,0.0,Compass Learning,0.563,0.866,True,True,None,English,https://example.org/learnbridge/resources/R0357,0.239
R0358,Cloud computing Field Guide 358,An original intermediate learning resource that develops cloud computing concepts through practice quiz activities and connects them with data science practice.,Cloud computing|Data science,Intermediate,Practice quiz,90,Free,0.0,Compass Learning,0.761,0.885,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0358,0.439
R0359,Mathematics Workshop 359,An original intermediate learning resource that develops mathematics concepts through project activities and connects them with responsible ai practice.,Mathematics|Responsible AI,Intermediate,Project,480,Free,0.0,Bridge Learning,0.514,0.847,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0359,0.3
R0360,Software engineering Workshop 360,An original beginner learning resource that develops software engineering concepts through interactive exercise activities and connects them with computer vision practice.,Software engineering|Computer vision,Beginner,Interactive exercise,60,Free,0.0,Harbor Learning,0.587,0.802,True,True,None,English,https://example.org/learnbridge/resources/R0360,0.139
R0361,Data science Concept Clinic 361,An original beginner learning resource that develops data science concepts through course activities and connects them with mathematics practice.,Data science|Mathematics,Beginner,Course,480,Paid,15.0,Sprout Learning,0.628,0.992,True,True,None,English,https://example.org/learnbridge/resources/R0361,0.149
R0362,Responsible AI Concept Clinic 362,An original intermediate learning resource that develops responsible ai concepts through practice quiz activities and connects them with machine learning practice.,Responsible AI|Machine learning,Intermediate,Practice quiz,360,Free,0.0,Willow Learning,0.951,0.979,True,True,Statistics,English,https://example.org/learnbridge/resources/R0362,0.124
R0363,Cloud computing Workshop 363,An original beginner learning resource that develops cloud computing concepts through tutorial activities and connects them with software engineering practice.,Cloud computing|Software engineering,Beginner,Tutorial,120,Paid,25.0,Bridge Learning,0.633,0.813,True,True,None,English,https://example.org/learnbridge/resources/R0363,0.534
R0364,Machine learning Field Guide 364,An original beginner learning resource that develops machine learning concepts through project activities and connects them with responsible ai practice.,Machine learning|Responsible AI,Beginner,Project,120,Paid,39.0,Cedar Learning,0.718,0.942,True,True,None,English,https://example.org/learnbridge/resources/R0364,0.362
R0365,Python Workshop 365,An original advanced learning resource that develops python concepts through course activities and connects them with sql practice.,Python|SQL,Advanced,Course,240,Free,0.0,Quill Learning,0.949,0.981,True,True,Python,English,https://example.org/learnbridge/resources/R0365,0.349
R0366,Cloud computing Foundations 366,An original advanced learning resource that develops cloud computing concepts through article activities and connects them with mathematics practice.,Cloud computing|Mathematics,Advanced,Article,240,Paid,25.0,Orbit Learning,0.821,0.878,True,True,Cloud computing,English,https://example.org/learnbridge/resources/R0366,0.489
R0367,Cloud computing Workshop 367,An original intermediate learning resource that develops cloud computing concepts through video activities and connects them with mathematics practice.,Cloud computing|Mathematics,Intermediate,Video,90,Free,0.0,Harbor Learning,0.599,0.842,True,True,Python,English,https://example.org/learnbridge/resources/R0367,0.545
R0368,SQL Field Guide 368,An original beginner learning resource that develops sql concepts through tutorial activities and connects them with data science practice.,SQL|Data science,Beginner,Tutorial,30,Free,0.0,Nexus Learning,0.622,0.841,True,True,None,English,https://example.org/learnbridge/resources/R0368,0.295
R0369,Data science Applied Path 369,An original intermediate learning resource that develops data science concepts through interactive exercise activities and connects them with nlp practice.,Data science|NLP,Intermediate,Interactive exercise,20,Free,0.0,Orbit Learning,0.507,0.826,True,True,Statistics,English,https://example.org/learnbridge/resources/R0369,0.234
R0370,Software engineering Applied Path 370,An original advanced learning resource that develops software engineering concepts through practice quiz activities and connects them with mathematics practice.,Software engineering|Mathematics,Advanced,Practice quiz,120,Free,0.0,Nexus Learning,0.492,0.862,True,True,Python,English,https://example.org/learnbridge/resources/R0370,0.312
R0371,Data science Workshop 371,An original beginner learning resource that develops data science concepts through practice quiz activities and connects them with cloud computing practice.,Data science|Cloud computing,Beginner,Practice quiz,240,Paid,15.0,Summit Learning,0.943,0.894,True,True,None,English,https://example.org/learnbridge/resources/R0371,0.298
R0372,NLP Concept Clinic 372,An original intermediate learning resource that develops nlp concepts through video activities and connects them with cloud computing practice.,NLP|Cloud computing,Intermediate,Video,120,Free,0.0,Mosaic Learning,0.776,0.969,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0372,0.117
R0373,NLP Workshop 373,An original intermediate learning resource that develops nlp concepts through project activities and connects them with software engineering practice.,NLP|Software engineering,Intermediate,Project,240,Free,0.0,Pixel Learning,0.746,0.88,True,True,Statistics,English,https://example.org/learnbridge/resources/R0373,0.303
R0374,Computer vision Applied Path 374,An original intermediate learning resource that develops computer vision concepts through tutorial activities and connects them with responsible ai practice.,Computer vision|Responsible AI,Intermediate,Tutorial,45,Paid,59.0,Forge Learning,0.512,0.933,True,True,Computer vision,English,https://example.org/learnbridge/resources/R0374,0.71
R0375,SQL Practice Lab 375,An original beginner learning resource that develops sql concepts through video activities and connects them with deep learning practice.,SQL|Deep learning,Beginner,Video,480,Paid,9.0,Cedar Learning,0.568,0.876,True,True,None,English,https://example.org/learnbridge/resources/R0375,0.142
R0376,Machine learning Workshop 376,An original beginner learning resource that develops machine learning concepts through tutorial activities and connects them with mathematics practice.,Machine learning|Mathematics,Beginner,Tutorial,480,Free,0.0,Sprout Learning,0.818,0.916,True,True,None,English,https://example.org/learnbridge/resources/R0376,0.533
R0377,NLP Workshop 377,An original advanced learning resource that develops nlp concepts through video activities and connects them with software engineering practice.,NLP|Software engineering,Advanced,Video,120,Paid,39.0,Circuit Learning,0.788,0.856,True,True,NLP,English,https://example.org/learnbridge/resources/R0377,0.574
R0378,Machine learning Workshop 378,An original beginner learning resource that develops machine learning concepts through tutorial activities and connects them with cloud computing practice.,Machine learning|Cloud computing,Beginner,Tutorial,120,Free,0.0,Harbor Learning,0.989,0.968,True,True,None,English,https://example.org/learnbridge/resources/R0378,0.413
R0379,Computer vision Applied Path 379,An original beginner learning resource that develops computer vision concepts through practice quiz activities and connects them with machine learning practice.,Computer vision|Machine learning,Beginner,Practice quiz,240,Paid,59.0,Willow Learning,0.787,0.979,True,True,None,English,https://example.org/learnbridge/resources/R0379,0.252
R0380,Statistics Foundations 380,An original intermediate learning resource that develops statistics concepts through video activities and connects them with machine learning practice.,Statistics|Machine learning,Intermediate,Video,60,Free,0.0,Orbit Learning,0.757,0.854,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0380,0.549
R0381,Machine learning Workshop 381,An original advanced learning resource that develops machine learning concepts through project activities and connects them with software engineering practice.,Machine learning|Software engineering,Advanced,Project,240,Paid,39.0,Cedar Learning,0.819,0.903,True,True,Machine learning,English,https://example.org/learnbridge/resources/R0381,0.394
R0382,Cloud computing Field Guide 382,An original intermediate learning resource that develops cloud computing concepts through tutorial activities and connects them with python practice.,Cloud computing|Python,Intermediate,Tutorial,480,Paid,25.0,Harbor Learning,0.54,0.947,True,True,Statistics,English,https://example.org/learnbridge/resources/R0382,0.624
R0383,SQL Concept Clinic 383,An original intermediate learning resource that develops sql concepts through tutorial activities and connects them with python practice.,SQL|Python,Intermediate,Tutorial,20,Free,0.0,Bridge Learning,0.605,0.931,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0383,0.315
R0384,SQL Field Guide 384,An original intermediate learning resource that develops sql concepts through tutorial activities and connects them with python practice.,SQL|Python,Intermediate,Tutorial,480,Free,0.0,Lumen Learning,0.591,0.948,True,True,Statistics,English,https://example.org/learnbridge/resources/R0384,0.385
R0385,NLP Concept Clinic 385,An original advanced learning resource that develops nlp concepts through tutorial activities and connects them with data science practice.,NLP|Data science,Advanced,Tutorial,45,Paid,39.0,Pixel Learning,0.807,0.968,True,True,Statistics,English,https://example.org/learnbridge/resources/R0385,0.52
R0386,Python Practice Lab 386,An original beginner learning resource that develops python concepts through project activities and connects them with mathematics practice.,Python|Mathematics,Beginner,Project,45,Free,0.0,Harbor Learning,0.707,0.893,True,True,None,English,https://example.org/learnbridge/resources/R0386,0.32
R0387,Cloud computing Applied Path 387,An original beginner learning resource that develops cloud computing concepts through project activities and connects them with computer vision practice.,Cloud computing|Computer vision,Beginner,Project,120,Free,0.0,Orbit Learning,0.503,0.992,True,True,None,English,https://example.org/learnbridge/resources/R0387,0.269
R0388,Responsible AI Practice Lab 388,An original beginner learning resource that develops responsible ai concepts through interactive exercise activities and connects them with sql practice.,Responsible AI|SQL,Beginner,Interactive exercise,90,Paid,39.0,Pixel Learning,0.847,0.931,True,True,None,English,https://example.org/learnbridge/resources/R0388,0.546
R0389,Machine learning Essentials 389,An original intermediate learning resource that develops machine learning concepts through practice quiz activities and connects them with computer vision practice.,Machine learning|Computer vision,Intermediate,Practice quiz,30,Free,0.0,Nova Learning,0.82,0.802,True,True,Machine learning,English,https://example.org/learnbridge/resources/R0389,0.461
R0390,Software engineering Applied Path 390,An original beginner learning resource that develops software engineering concepts through tutorial activities and connects them with data science practice.,Software engineering|Data science,Beginner,Tutorial,60,Free,0.0,Nova Learning,0.832,0.99,True,True,None,English,https://example.org/learnbridge/resources/R0390,0.368
R0391,Responsible AI Applied Path 391,An original advanced learning resource that develops responsible ai concepts through article activities and connects them with software engineering practice.,Responsible AI|Software engineering,Advanced,Article,45,Paid,9.0,Beacon Learning,0.948,0.851,True,True,Statistics,English,https://example.org/learnbridge/resources/R0391,0.138
R0392,NLP Foundations 392,An original beginner learning resource that develops nlp concepts through video activities and connects them with sql practice.,NLP|SQL,Beginner,Video,20,Free,0.0,Summit Learning,0.966,0.867,True,True,None,English,https://example.org/learnbridge/resources/R0392,0.3
R0393,Software engineering Workshop 393,An original beginner learning resource that develops software engineering concepts through course activities and connects them with computer vision practice.,Software engineering|Computer vision,Beginner,Course,360,Free,0.0,Nova Learning,0.943,0.954,True,True,None,English,https://example.org/learnbridge/resources/R0393,0.232
R0394,Deep learning Essentials 394,An original intermediate learning resource that develops deep learning concepts through video activities and connects them with machine learning practice.,Deep learning|Machine learning,Intermediate,Video,180,Paid,9.0,Compass Learning,0.832,0.94,True,True,Statistics,English,https://example.org/learnbridge/resources/R0394,0.628
R0395,Data science Essentials 395,An original beginner learning resource that develops data science concepts through course activities and connects them with software engineering practice.,Data science|Software engineering,Beginner,Course,240,Paid,25.0,Quill Learning,0.818,0.824,True,True,None,English,https://example.org/learnbridge/resources/R0395,0.356
R0396,Data science Applied Path 396,An original intermediate learning resource that develops data science concepts through interactive exercise activities and connects them with cloud computing practice.,Data science|Cloud computing,Intermediate,Interactive exercise,45,Free,0.0,Sprout Learning,0.611,0.911,True,True,Statistics,English,https://example.org/learnbridge/resources/R0396,0.287
R0397,Responsible AI Practice Lab 397,An original intermediate learning resource that develops responsible ai concepts through article activities and connects them with deep learning practice.,Responsible AI|Deep learning,Intermediate,Article,20,Free,0.0,Circuit Learning,0.484,0.944,True,True,Python,English,https://example.org/learnbridge/resources/R0397,0.43
R0398,Deep learning Applied Path 398,An original beginner learning resource that develops deep learning concepts through video activities and connects them with python practice.,Deep learning|Python,Beginner,Video,20,Free,0.0,Compass Learning,0.698,0.842,True,True,None,English,https://example.org/learnbridge/resources/R0398,0.705
R0399,Data science Workshop 399,An original intermediate learning resource that develops data science concepts through course activities and connects them with python practice.,Data science|Python,Intermediate,Course,240,Free,0.0,Atlas Learning,0.458,0.981,True,True,Data science,English,https://example.org/learnbridge/resources/R0399,0.446
R0400,Data science Workshop 400,An original beginner learning resource that develops data science concepts through tutorial activities and connects them with machine learning practice.,Data science|Machine learning,Beginner,Tutorial,60,Paid,39.0,Quill Learning,0.888,0.813,True,True,None,English,https://example.org/learnbridge/resources/R0400,0.3
R0401,Statistics Workshop 401,An original intermediate learning resource that develops statistics concepts through interactive exercise activities and connects them with python practice.,Statistics|Python,Intermediate,Interactive exercise,90,Free,0.0,Mosaic Learning,0.749,0.828,True,True,Statistics,English,https://example.org/learnbridge/resources/R0401,0.23
R0402,Machine learning Practice Lab 402,An original advanced learning resource that develops machine learning concepts through video activities and connects them with python practice.,Machine learning|Python,Advanced,Video,45,Free,0.0,Forge Learning,0.824,0.469,False,False,Mathematics,English,https://example.org/learnbridge/resources/R0402,0.253
R0403,Machine learning Applied Path 403,An original intermediate learning resource that develops machine learning concepts through tutorial activities and connects them with responsible ai practice.,Machine learning|Responsible AI,Intermediate,Tutorial,240,Free,0.0,Harbor Learning,0.638,0.922,True,True,Machine learning,English,https://example.org/learnbridge/resources/R0403,0.402
R0404,Cloud computing Workshop 404,An original beginner learning resource that develops cloud computing concepts through project activities and connects them with software engineering practice.,Cloud computing|Software engineering,Beginner,Project,60,Free,0.0,Nova Learning,0.88,0.855,True,True,None,English,https://example.org/learnbridge/resources/R0404,0.539
R0405,Responsible AI Essentials 405,An original beginner learning resource that develops responsible ai concepts through interactive exercise activities and connects them with python practice.,Responsible AI|Python,Beginner,Interactive exercise,180,Free,0.0,Beacon Learning,0.473,0.85,True,True,None,English,https://example.org/learnbridge/resources/R0405,0.721
R0406,Deep learning Practice Lab 406,An original beginner learning resource that develops deep learning concepts through article activities and connects them with software engineering practice.,Deep learning|Software engineering,Beginner,Article,480,Paid,15.0,Quill Learning,0.574,0.916,True,True,None,English,https://example.org/learnbridge/resources/R0406,0.285
R0407,Statistics Essentials 407,An original advanced learning resource that develops statistics concepts through video activities and connects them with deep learning practice.,Statistics|Deep learning,Advanced,Video,240,Free,0.0,Beacon Learning,0.546,0.887,True,True,Python,English,https://example.org/learnbridge/resources/R0407,0.511
R0408,SQL Practice Lab 408,An original beginner learning resource that develops sql concepts through video activities and connects them with statistics practice.,SQL|Statistics,Beginner,Video,20,Paid,39.0,Willow Learning,0.542,0.822,True,True,None,English,https://example.org/learnbridge/resources/R0408,0.3
R0409,Responsible AI Concept Clinic 409,An original advanced learning resource that develops responsible ai concepts through tutorial activities and connects them with software engineering practice.,Responsible AI|Software engineering,Advanced,Tutorial,60,Paid,15.0,Forge Learning,0.902,0.817,True,True,Statistics,English,https://example.org/learnbridge/resources/R0409,0.217
