profile_id,resource_id,relevance
P044,R0165,0
P044,R0166,0
P044,R0167,1
P044,R0168,1
P044,R0169,2
P044,R0170,2
P044,R0171,1
P044,R0172,0
P044,R0173,1
P044,R0174,1
P044,R0175,1
P044,R0176,1
P044,R0177,2
P044,R0178,1
P044,R0179,1
P044,R0180,0
P044,R0181,1
P044,R0182,2
P044,R0183,0
P044,R0184,0
P044,R0185,2
P044,R0186,1
P044,R0187,1
P044,R0188,0
P044,R0189,0
P044,R0190,1
P044,R0191,2
P044,R0192,1
P044,R0193,2
P044,R0194,0
P044,R0195,0
P044,R0196,1
P044,R0197,2
P044,R0198,1
P044,R0199,2
P044,R0200,1
P044,R0201,1
P044,R0202,0
P044,R0203,2
P044,R0204,1
P044,R0205,2
P044,R0206,2
P044,R0207,1
P044,R0208,2
P044,R0209,0
P044,R0210,0
P044,R0211,1
P044,R0212,0
P044,R0213,0
P044,R0214,0
P044,R0215,1
P044,R0216,1
P044,R0217,0
P044,R0218,0
P044,R0219,1
P044,R0220,1
P044,R0221,1
P044,R0222,0
P044,R0223,2
P044,R0224,1
P044,R0225,0
P044,R0226,0
P044,R0227,2
P044,R0228,1
P044,R0229,0
P044,R0230,2
P044,R0231,1
P044,R0232,2
P044,R0233,2
P044,R0234,1
P044,R0235,0
P044,R0236,1
P044,R0237,1
P044,R0238,1
P044,R0239,1
P044,R0240,2
P044,R0241,2
P044,R0242,2
P044,R0243,1
P044,R0244,1
P044,R0245,2
P044,R0246,1
P044,R0247,1
P044,R0248,1
P044,R0249,0
P044,R0250,2
P044,R0251,1
P044,R0252,0
P044,R0253,1
P044,R0254,0
P044,R0255,1
P044,R0256,0
P044,R0257,1
P044,R0258,1
P044,R0259,1
P044,R0260,1
P044,R0261,0
P044,R0262,1
P044,R0263,2
P044,R0264,1
P044,R0265,1
P044,R0266,1
P044,R0267,0
P044,R0268,0
P044,R0269,1
P044,R0270,2
P044,R0271,2
P044,R0272,0
P044,R0273,1
P044,R0274,0
P044,R0275,2
P044,R0276,0
P044,R0277,0
P044,R0278,2
P044,R0279,2
P044,R0280,0
P044,R0281,1
P044,R0282,2
P044,R0283,1
P044,R0284,2
P044,R0285,0
P044,R0286,0
P044,R0287,1
P044,R0288,1
P044,R0289,1
P044,R0290,1
P044,R0291,1
P044,R0292,1
P044,R0293,0
P044,R0294,1
P044,R0295,0
P044,R0296,1
P044,R0297,1
P044,R0298,2
P044,R0299,1
P044,R0300,1
P044,R0301,0
P044,R0302,1
P044,R0303,1
P044,R0304,1
P044,R0305,1
P044,R0306,1
P044,R0307,1
P044,R0308,0
P044,R0309,1
P044,R0310,1
P044,R0311,1
P044,R0312,0
P044,R0313,1
P044,R0314,0
P044,R0315,1
P044,R0316,0
P044,R0317,0
P044,R0318,0
P044,R0319,0
P044,R0320,1
P044,R0321,1
P044,R0322,1
P044,R0323,1
P044,R0324,2
P044,R0325,2
P044,R0326,0
P044,R0327,1
P044,R0328,2
P044,R0329,1
P044,R0330,0
P044,R0331,0
P044,R0332,2
P044,R0333,1
P044,R0334,1
P044,R0335,1
P044,R0336,1
P044,R0337,2
P044,R0338,1
P044,R0339,2
P044,R0340,1
P044,R0341,1
P044,R0342,2
P044,R0343,0
P044,R0344,0
P044,R0345,0
P044,R0346,0
P044,R0347,0
P044,R0348,1
P044,R0349,0
P044,R0350,1
P044,R0351,1
P044,R0352,1
P044,R0353,1
P044,R0354,1
P044,R0355,1
P044,R0356,1
P044,R0357,2
P044,R0358,2
P044,R0359,1
P044,R0360,1
P044,R0361,0
P044,R0362,1
P044,R0363,0
P044,R0364,0
P044,R0365,2
P044,R0366,0
P044,R0367,1
P044,R0368,2
P044,R0369,2
P044,R0370,1
P044,R0371,0
P044,R0372,1
P044,R0373,1
P044,R0374,0
P044,R0375,0
P044,R0376,1
P044,R0377,0
P044,R0378,1
P044,R0379,0
P044,R0380,1
P044,R0381,0
P044,R0382,0
P044,R0383,2
P044,R0384,2
P044,R0385,0
P044,R0386,1
P044,R0387,1
P044,R0388,0
P044,R0389,1
P044,R0390,2
P044,R0391,0
P044,R0392,2
P044,R0393,1
P044,R0394,0
P044,R0395,0
P044,R0396,2
P044,R0397,1
P044,R0398,1
P044,R0399,2
P044,R0400,0
P044,R0401,1
P044,R0402,1
P044,R0403,1
P044,R0404,1
P044,R0405,1
P044,R0406,0
P044,R0407,1
P044,R0408,0
P044,R0409,0
P044,R0410,0
P044,R0411,2
P044,R0412,1
P044,R0413,1
P044,R0414,1
P044,R0415,0
P044,R0416,0
P044,R0417,2
P044,R0418,0
P044,R0419,1
P044,R0420,1
P044,R0421,1
P044,R0422,1
P044,R0423,1
P044,R0424,0
P044,R0425,1
P044,R0426,1
P044,R0427,1
P044,R0428,0
P044,R0429,1
P044,R0430,1
P044,R0431,2
P044,R0432,1
P044,R0433,2
P044,R0434,0
P044,R0435,1
P044,R0436,1
P044,R0437,2
P044,R0438,2
P044,R0439,1
P044,R0440,2
P044,R0441,0
P044,R0442,2
P044,R0443,1
P044,R0444,1
P044,R0445,2
P044,R0446,1
P044,R0447,1
P044,R0448,1
P044,R0449,1
P044,R0450,2
P044,R0451,1
P044,R0452,0
P044,R0453,0
P044,R0454,0
P044,R0455,0
P044,R0456,2
P044,R0457,1
P044,R0458,1
P044,R0459,1
P044,R0460,0
P044,R0461,2
P044,R0462,1
P044,R0463,0
P044,R0464,0
P044,R0465,2
P044,R0466,0
P044,R0467,1
P044,R0468,2
P044,R0469,2
P044,R0470,1
P044,R0471,2
P044,R0472,1
P044,R0473,0
P044,R0474,1
P044,R0475,2
P044,R0476,1
P044,R0477,2
P044,R0478,1
P044,R0479,1
P044,R0480,0
P044,R0481,1
P044,R0482,0
P044,R0483,2
P044,R0484,1
P044,R0485,1
P044,R0486,1
P044,R0487,1
P044,R0488,0
P044,R0489,0
P044,R0490,0
P044,R0491,2
P044,R0492,0
P044,R0493,0
P044,R0494,0
P044,R0495,1
P044,R0496,1
P044,R0497,0
P044,R0498,1
P044,R0499,0
P044,R0500,0
P044,R0501,1
P044,R0502,1
P044,R0503,0
P044,R0504,0
P044,R0505,2
P044,R0506,1
P044,R0507,1
P044,R0508,0
P044,R0509,2
P044,R0510,0
P044,R0511,1
P044,R0512,0
P044,R0513,1
P044,R0514,1
P044,R0515,0
P044,R0516,1
P044,R0517,0
P044,R0518,1
P044,R0519,0
P044,R0520,2
P044,R0521,0
P044,R0522,0
P044,R0523,1
P044,R0524,0
P044,R0525,0
P044,R0526,0
P044,R0527,2
P044,R0528,1
P044,R0529,1
P044,R0530,0
P044,R0531,1
P044,R0532,2
P044,R0533,1
P044,R0534,2
P044,R0535,1
P044,R0536,0
P044,R0537,1
P044,R0538,0
P044,R0539,1
P044,R0540,1
P044,R0541,1
P044,R0542,2
P044,R0543,2
P044,R0544,0
P044,R0545,1
P044,R0546,1
P044,R0547,1
P044,R0548,0
P044,R0549,1
P044,R0550,1
P044,R0551,0
P044,R0552,1
P044,R0553,0
P044,R0554,1
P044,R0555,1
P044,R0556,1
P044,R0557,0
P044,R0558,1
P044,R0559,1
P044,R0560,2
P044,R0561,0
P044,R0562,1
P044,R0563,1
P044,R0564,1
P044,R0565,2
P044,R0566,1
P044,R0567,1
P044,R0568,1
P044,R0569,1
P044,R0570,1
P044,R0571,1
P044,R0572,2
P044,R0573,0
P044,R0574,1
P044,R0575,0
P044,R0576,1
P044,R0577,2
P044,R0578,0
P044,R0579,1
P044,R0580,1
P044,R0581,0
P044,R0582,2
P044,R0583,1
P044,R0584,0
P044,R0585,1
P044,R0586,1
P044,R0587,1
P044,R0588,1
P044,R0589,1
P044,R0590,1
P044,R0591,0
P044,R0592,0
P044,R0593,1
P044,R0594,0
P044,R0595,0
P044,R0596,1
P044,R0597,1
P044,R0598,1
P044,R0599,1
P044,R0600,1
P045,R0001,2
P045,R0002,0
P045,R0003,1
P045,R0004,0
P045,R0005,2
P045,R0006,2
P045,R0007,2
P045,R0008,1
P045,R0009,0
P045,R0010,1
P045,R0011,0
P045,R0012,1
P045,R0013,1
P045,R0014,0
P045,R0015,0
P045,R0016,1
P045,R0017,1
P045,R0018,2
P045,R0019,1
P045,R0020,2
P045,R0021,0
P045,R0022,0
P045,R0023,1
P045,R0024,0
P045,R0025,0
P045,R0026,1
P045,R0027,1
P045,R0028,0
P045,R0029,1
P045,R0030,1
P045,R0031,1
P045,R0032,0
P045,R0033,2
P045,R0034,2
P045,R0035,1
P045,R0036,2
P045,R0037,0
P045,R0038,0
P045,R0039,2
P045,R0040,0
P045,R0041,0
P045,R0042,1
P045,R0043,2
P045,R0044,0
P045,R0045,2
P045,R0046,1
P045,R0047,0
P045,R0048,1
P045,R0049,2
P045,R0050,2
P045,R0051,0
P045,R0052,0
P045,R0053,2
P045,R0054,1
P045,R0055,1
P045,R0056,1
P045,R0057,0
P045,R0058,1
P045,R0059,2
P045,R0060,0
P045,R0061,1
P045,R0062,0
P045,R0063,2
P045,R0064,0
P045,R0065,0
P045,R0066,0
P045,R0067,2
P045,R0068,2
P045,R0069,0
P045,R0070,1
P045,R0071,1
P045,R0072,2
P045,R0073,2
P045,R0074,2
P045,R0075,1
P045,R0076,1
P045,R0077,0
P045,R0078,2
P045,R0079,1
P045,R0080,2
P045,R0081,2
P045,R0082,0
P045,R0083,0
P045,R0084,2
P045,R0085,2
P045,R0086,1
P045,R0087,2
P045,R0088,1
P045,R0089,1
P045,R0090,2
P045,R0091,1
P045,R0092,0
P045,R0093,1
P045,R0094,0
P045,R0095,2
P045,R0096,0
P045,R0097,1
P045,R0098,0
P045,R0099,0
P045,R0100,1
P045,R0101,1
P045,R0102,1
P045,R0103,1
P045,R0104,0
P045,R0105,2
P045,R0106,0
P045,R0107,0
P045,R0108,1
P045,R0109,0
P045,R0110,1
P045,R0111,2
P045,R0112,0
P045,R0113,1
P045,R0114,1
P045,R0115,0
P045,R0116,0
P045,R0117,1
P045,R0118,2
P045,R0119,0
P045,R0120,1
P045,R0121,2
P045,R0122,0
P045,R0123,1
P045,R0124,2
P045,R0125,0
P045,R0126,1
P045,R0127,1
P045,R0128,2
P045,R0129,1
P045,R0130,1
P045,R0131,1
P045,R0132,0
P045,R0133,0
P045,R0134,1
P045,R0135,0
P045,R0136,1
P045,R0137,0
P045,R0138,0
P045,R0139,2
P045,R0140,1
P045,R0141,0
P045,R0142,2
P045,R0143,2
P045,R0144,1
P045,R0145,1
P045,R0146,0
P045,R0147,0
P045,R0148,1
P045,R0149,1
P045,R0150,1
P045,R0151,1
P045,R0152,1
P045,R0153,2
P045,R0154,1
P045,R0155,0
P045,R0156,2
P045,R0157,1
P045,R0158,1
P045,R0159,1
P045,R0160,0
P045,R0161,1
P045,R0162,2
P045,R0163,2
P045,R0164,2
P045,R0165,0
P045,R0166,0
P045,R0167,2
P045,R0168,2
P045,R0169,1
P045,R0170,1
P045,R0171,1
P045,R0172,0
P045,R0173,2
P045,R0174,1
P045,R0175,2
P045,R0176,2
P045,R0177,2
P045,R0178,1
P045,R0179,2
P045,R0180,0
P045,R0181,1
P045,R0182,2
P045,R0183,0
P045,R0184,0
P045,R0185,1
P045,R0186,2
P045,R0187,1
P045,R0188,0
P045,R0189,0
P045,R0190,0
P045,R0191,1
P045,R0192,1
P045,R0193,2
P045,R0194,0
P045,R0195,0
P045,R0196,1
P045,R0197,2
P045,R0198,2
P045,R0199,2
P045,R0200,1
P045,R0201,1
P045,R0202,0
P045,R0203,2
P045,R0204,1
P045,R0205,1
P045,R0206,2
P045,R0207,2
P045,R0208,2
P045,R0209,0
P045,R0210,0
P045,R0211,1
P045,R0212,0
P045,R0213,0
P045,R0214,0
P045,R0215,1
P045,R0216,1
P045,R0217,0
P045,R0218,0
P045,R0219,1
P045,R0220,1
P045,R0221,2
P045,R0222,0
P045,R0223,1
P045,R0224,2
P045,R0225,0
P045,R0226,0
P045,R0227,2
P045,R0228,1
P045,R0229,0
P045,R0230,2
P045,R0231,2
P045,R0232,2
P045,R0233,0
P045,R0234,2
P045,R0235,0
P045,R0236,1
P045,R0237,2
P045,R0238,1
P045,R0239,2
P045,R0240,2
P045,R0241,2
P045,R0242,1
P045,R0243,1
P045,R0244,1
P045,R0245,2
P045,R0246,1
P045,R0247,1
P045,R0248,1
P045,R0249,0
P045,R0250,1
P045,R0251,1
P045,R0252,0
P045,R0253,1
P045,R0254,0
P045,R0255,1
P045,R0256,0
P045,R0257,1
P045,R0258,2
P045,R0259,1
P045,R0260,1
P045,R0261,0
P045,R0262,2
P045,R0263,1
P045,R0264,2
P045,R0265,2
P045,R0266,1
P045,R0267,0
P045,R0268,0
P045,R0269,1
P045,R0270,1
P045,R0271,2
P045,R0272,0
P045,R0273,2
P045,R0274,0
P045,R0275,2
P045,R0276,0
P045,R0277,0
P045,R0278,1
P045,R0279,2
P045,R0280,0
P045,R0281,1
P045,R0282,1
P045,R0283,2
P045,R0284,2
P045,R0285,0
P045,R0286,0
P045,R0287,2
P045,R0288,2
P045,R0289,2
P045,R0290,2
P045,R0291,1
P045,R0292,1
P045,R0293,0
P045,R0294,2
P045,R0295,0
P045,R0296,0
P045,R0297,1
P045,R0298,1
P045,R0299,2
P045,R0300,2
P045,R0301,0
P045,R0302,1
P045,R0303,2
P045,R0304,1
P045,R0305,1
P045,R0306,1
P045,R0307,1
P045,R0308,0
P045,R0309,1
P045,R0310,1
P045,R0311,2
P045,R0312,0
P045,R0313,1
P045,R0314,0
P045,R0315,1
P045,R0316,0
P045,R0317,0
P045,R0318,0
P045,R0319,0
P045,R0320,2
P045,R0321,1
P045,R0322,1
P045,R0323,1
P045,R0324,1
P045,R0325,2
P045,R0326,0
P045,R0327,1
P045,R0328,1
P045,R0329,1
P045,R0330,0
P045,R0331,0
P045,R0332,1
P045,R0333,1
P045,R0334,2
P045,R0335,1
P045,R0336,1
P045,R0337,1
P045,R0338,2
P045,R0339,2
P045,R0340,2
P045,R0341,2
P045,R0342,2
P045,R0343,0
P045,R0344,0
P045,R0345,0
P045,R0346,0
P045,R0347,0
P045,R0348,1
P045,R0349,0
P045,R0350,2
P045,R0351,1
P045,R0352,2
P045,R0353,1
P045,R0354,1
P045,R0355,1
P045,R0356,2
P045,R0357,1
P045,R0358,1
P045,R0359,2
P045,R0360,2
P045,R0361,0
P045,R0362,2
P045,R0363,0
P045,R0364,0
P045,R0365,2
P045,R0366,0
P045,R0367,1
P045,R0368,2
P045,R0369,1
P045,R0370,2
P045,R0371,0
P045,R0372,1
P045,R0373,2
P045,R0374,0
P045,R0375,0
P045,R0376,1
P045,R0377,0
P045,R0378,1
P045,R0379,0
P045,R0380,1
P045,R0381,0
P045,R0382,0
P045,R0383,2
P045,R0384,2
P045,R0385,0
P045,R0386,1
P045,R0387,1
P045,R0388,0
P045,R0389,1
P045,R0390,2
P045,R0391,0
P045,R0392,2
P045,R0393,2
P045,R0394,0
P045,R0395,0
P045,R0396,1
P045,R0397,2
P045,R0398,1
P045,R0399,1
P045,R0400,0
P045,R0401,1
P045,R0402,0
P045,R0403,2
P045,R0404,2
P045,R0405,2
P045,R0406,0
P045,R0407,1
P045,R0408,0
P045,R0409,0
P045,R0410,0
P045,R0411,1
P045,R0412,1
P045,R0413,1
P045,R0414,1
P045,R0415,0
P045,R0416,0
P045,R0417,1
P045,R0418,0
P045,R0419,1
P045,R0420,2
P045,R0421,2
P045,R0422,2
P045,R0423,1
P045,R0424,0
P045,R0425,1
P045,R0426,1
P045,R0427,1
P045,R0428,0
P045,R0429,2
P045,R0430,1
P045,R0431,2
P045,R0432,1
P045,R0433,0
P045,R0434,0
P045,R0435,1
P045,R0436,2
P045,R0437,2
P045,R0438,1
P045,R0439,2
P045,R0440,2
P045,R0441,0
P045,R0442,1
P045,R0443,1
P045,R0444,2
P045,R0445,2
P045,R0446,1
P045,R0447,2
P045,R0448,2
P045,R0449,2
P045,R0450,2
P045,R0451,2
P045,R0452,0
P045,R0453,0
P045,R0454,0
P045,R0455,0
P045,R0456,1
P045,R0457,1
P045,R0458,2
P045,R0459,1
P045,R0460,0
P045,R0461,1
P045,R0462,1
P045,R0463,0
P045,R0464,0
P045,R0465,1
P045,R0466,0
P045,R0467,2
P045,R0468,2
P045,R0469,1
P045,R0470,1
P045,R0471,2
P045,R0472,2
P045,R0473,0
P045,R0474,2
P045,R0475,1
P045,R0476,2
P045,R0477,1
P045,R0478,2
P045,R0479,2
P045,R0480,0
P045,R0481,1
P045,R0482,0
P045,R0483,1
P045,R0484,2
P045,R0485,1
P045,R0486,2
P045,R0487,2
P045,R0488,0
P045,R0489,0
P045,R0490,0
P045,R0491,1
P045,R0492,0
P045,R0493,0
P045,R0494,0
P045,R0495,1
P045,R0496,0
P045,R0497,0
P045,R0498,2
P045,R0499,0
P045,R0500,0
P045,R0501,2
P045,R0502,1
P045,R0503,0
P045,R0504,0
P045,R0505,2
P045,R0506,1
P045,R0507,2
P045,R0508,0
P045,R0509,1
P045,R0510,0
P045,R0511,1
P045,R0512,0
P045,R0513,2
P045,R0514,1
P045,R0515,0
P045,R0516,1
P045,R0517,0
P045,R0518,1
P045,R0519,0
P045,R0520,2
P045,R0521,0
P045,R0522,0
P045,R0523,2
P045,R0524,0
P045,R0525,0
P045,R0526,0
P045,R0527,1
P045,R0528,1
P045,R0529,2
P045,R0530,0
P045,R0531,1
P045,R0532,1
P045,R0533,1
P045,R0534,1
P045,R0535,1
P045,R0536,0
P045,R0537,2
P045,R0538,0
P045,R0539,1
P045,R0540,1
P045,R0541,1
P045,R0542,1
P045,R0543,2
P045,R0544,0
P045,R0545,2
P045,R0546,2
P045,R0547,1
P045,R0548,0
P045,R0549,2
P045,R0550,2
P045,R0551,0
P045,R0552,2
P045,R0553,0
P045,R0554,1
P045,R0555,1
P045,R0556,1
P045,R0557,0
P045,R0558,1
P045,R0559,2
P045,R0560,2
P045,R0561,0
P045,R0562,2
P045,R0563,0
P045,R0564,1
P045,R0565,0
P045,R0566,2
P045,R0567,1
P045,R0568,2
P045,R0569,1
P045,R0570,1
P045,R0571,2
P045,R0572,2
P045,R0573,0
P045,R0574,1
P045,R0575,0
P045,R0576,1
P045,R0577,2
P045,R0578,0
P045,R0579,2
P045,R0580,2
P045,R0581,0
P045,R0582,1
P045,R0583,1
P045,R0584,0
P045,R0585,2
P045,R0586,2
P045,R0587,1
P045,R0588,1
P045,R0589,1
P045,R0590,1
P045,R0591,0
P045,R0592,0
P045,R0593,1
P045,R0594,0
P045,R0595,0
P045,R0596,1
P045,R0597,2
P045,R0598,2
P045,R0599,2
P045,R0600,1
P046,R0001,1
P046,R0002,1
P046,R0003,1
P046,R0004,1
P046,R0005,2
P046,R0006,1
P046,R0007,1
P046,R0008,2
P046,R0009,1
P046,R0010,2
P046,R0011,2
P046,R0012,2
P046,R0013,1
P046,R0014,2
P046,R0015,1
P046,R0016,2
P046,R0017,2
P046,R0018,2
P046,R0019,1
P046,R0020,2
P046,R0021,2
P046,R0022,2
P046,R0023,1
P046,R0024,2
P046,R0025,2
P046,R0026,2
P046,R0027,2
P046,R0028,2
P046,R0029,2
P046,R0030,2
P046,R0031,2
P046,R0032,2
P046,R0033,2
P046,R0034,1
P046,R0035,1
P046,R0036,1
P046,R0037,1
P046,R0038,1
P046,R0039,1
P046,R0040,1
P046,R0041,2
P046,R0042,2
P046,R0043,2
P046,R0044,2
P046,R0045,2
P046,R0046,2
P046,R0047,1
P046,R0048,1
P046,R0049,1
P046,R0050,1
P046,R0051,1
P046,R0052,1
P046,R0053,1
P046,R0054,2
P046,R0055,2
P046,R0056,2
P046,R0057,2
P046,R0058,2
P046,R0059,2
P046,R0060,2
P046,R0061,1
P046,R0062,1
P046,R0063,1
P046,R0064,1
P046,R0065,1
P046,R0066,2
P046,R0067,2
P046,R0068,1
P046,R0069,1
P046,R0070,2
P046,R0071,1
P046,R0072,1
P046,R0073,1
P046,R0074,1
P046,R0075,1
P046,R0076,1
P046,R0077,2
P046,R0078,2
P046,R0079,2
P046,R0080,2
P046,R0081,2
P046,R0082,2
P046,R0083,2
P046,R0084,1
P046,R0085,2
P046,R0086,2
P046,R0087,2
P046,R0088,1
P046,R0089,2
P046,R0090,1
P046,R0091,2
P046,R0092,1
P046,R0093,1
P046,R0094,2
P046,R0095,2
P046,R0096,2
P046,R0097,2
P046,R0098,1
P046,R0099,2
P046,R0100,2
P046,R0101,1
P046,R0102,1
P046,R0103,1
P046,R0104,1
P046,R0105,2
P046,R0106,1
P046,R0107,1
P046,R0108,1
P046,R0109,1
P046,R0110,2
P046,R0111,1
P046,R0112,2
P046,R0113,2
P046,R0114,1
P046,R0115,1
P046,R0116,1
P046,R0117,2
P046,R0118,1
P046,R0119,1
P046,R0120,2
P046,R0121,1
P046,R0122,2
P046,R0123,1
P046,R0124,2
P046,R0125,1
P046,R0126,1
P046,R0127,2
P046,R0128,2
P046,R0129,2
P046,R0130,2
P046,R0131,2
P046,R0132,1
P046,R0133,2
P046,R0134,1
P046,R0135,2
P046,R0136,1
P046,R0137,1
P046,R0138,1
P046,R0139,1
P046,R0140,2
P046,R0141,2
P046,R0142,2
P046,R0143,1
P046,R0144,1
P046,R0145,2
P046,R0146,2
P046,R0147,2
P046,R0148,2
P046,R0149,1
P046,R0150,1
P046,R0151,2
P046,R0152,2
P046,R0153,2
P046,R0154,1
P046,R0155,2
P046,R0156,1
P046,R0157,1
P046,R0158,2
P046,R0159,1
P046,R0160,1
P046,R0161,2
P046,R0162,1
P046,R0163,2
P046,R0164,1
P046,R0165,1
P046,R0166,2
P046,R0167,1
P046,R0168,1
P046,R0169,1
P046,R0170,1
P046,R0171,2
P046,R0172,2
P046,R0173,1
P046,R0174,1
P046,R0175,2
P046,R0176,1
P046,R0177,2
P046,R0178,2
P046,R0179,1
P046,R0180,2
P046,R0181,1
P046,R0182,2
P046,R0183,2
P046,R0184,1
P046,R0185,1
P046,R0186,2
P046,R0187,1
P046,R0188,1
P046,R0189,1
P046,R0190,2
P046,R0191,1
P046,R0192,2
P046,R0193,2
P046,R0194,1
P046,R0195,2
P046,R0196,2
P046,R0197,1
P046,R0198,1
P046,R0199,1
P046,R0200,2
P046,R0201,2
P046,R0202,2
P046,R0203,1
P046,R0204,1
P046,R0205,1
P046,R0206,1
P046,R0207,2
P046,R0208,1
P046,R0209,1
P046,R0210,1
P046,R0211,2
P046,R0212,2
P046,R0213,1
P046,R0214,1
P046,R0215,2
P046,R0216,2
P046,R0217,1
P046,R0218,1
P046,R0219,2
P046,R0220,2
P046,R0221,1
P046,R0222,2
P046,R0223,1
P046,R0224,1
P046,R0225,1
P046,R0226,2
P046,R0227,1
P046,R0228,1
P046,R0229,2
P046,R0230,1
P046,R0231,1
P046,R0232,2
P046,R0233,1
P046,R0234,1
P046,R0235,2
P046,R0236,2
P046,R0237,1
P046,R0238,1
P046,R0239,1
P046,R0240,1
P046,R0241,1
P046,R0242,1
P046,R0243,2
P046,R0244,2
P046,R0245,1
P046,R0246,2
P046,R0247,1
P046,R0248,1
P046,R0249,2
P046,R0250,2
P046,R0251,1
P046,R0252,2
P046,R0253,1
P046,R0254,1
P046,R0255,2
P046,R0256,2
P046,R0257,2
P046,R0258,2
P046,R0259,1
P046,R0260,2
P046,R0261,2
P046,R0262,2
P046,R0263,2
P046,R0264,1
P046,R0265,1
P046,R0266,1
P046,R0267,1
P046,R0268,2
P046,R0269,2
P046,R0270,1
P046,R0271,2
P046,R0272,1
P046,R0273,1
P046,R0274,1
P046,R0275,1
P046,R0276,1
P046,R0277,1
P046,R0278,2
P046,R0279,1
P046,R0280,1
P046,R0281,2
P046,R0282,2
P046,R0283,2
P046,R0284,1
P046,R0285,1
P046,R0286,1
P046,R0287,2
P046,R0288,2
P046,R0289,1
P046,R0290,1
P046,R0291,1
P046,R0292,1
P046,R0293,1
P046,R0294,2
P046,R0295,2
P046,R0296,1
P046,R0297,2
P046,R0298,1
P046,R0299,1
P046,R0300,2
P046,R0301,2
P046,R0302,1
P046,R0303,1
P046,R0304,2
P046,R0305,2
P046,R0306,2
P046,R0307,2
P046,R0308,2
P046,R0309,2
P046,R0310,2
P046,R0311,2
P046,R0312,1
P046,R0313,2
P046,R0314,2
P046,R0315,2
P046,R0316,2
P046,R0317,2
P046,R0318,1
P046,R0319,1
P046,R0320,1
P046,R0321,2
P046,R0322,2
P046,R0323,2
P046,R0324,1
P046,R0325,1
P046,R0326,2
P046,R0327,1
P046,R0328,1
P046,R0329,1
P046,R0330,2
P046,R0331,1
P046,R0332,1
P046,R0333,1
P046,R0334,1
P046,R0335,1
P046,R0336,2
P046,R0337,2
P046,R0338,1
P046,R0339,2
P046,R0340,1
P046,R0341,2
P046,R0342,1
P046,R0343,2
P046,R0344,1
P046,R0345,1
P046,R0346,1
P046,R0347,1
P046,R0348,2
P046,R0349,1
P046,R0350,1
P046,R0351,2
P046,R0352,1
P046,R0353,2
P046,R0354,2
P046,R0355,1
P046,R0356,2
P046,R0357,2
P046,R0358,2
P046,R0359,2
P046,R0360,1
P046,R0361,2
P046,R0362,1
P046,R0363,2
P046,R0364,1
P046,R0365,1
P046,R0366,2
P046,R0367,2
P046,R0368,1
P046,R0369,1
P046,R0370,2
P046,R0371,2
P046,R0372,2
P046,R0373,1
P046,R0374,1
P046,R0375,2
P046,R0376,2
P046,R0377,1
P046,R0378,2
P046,R0379,1
P046,R0380,1
P046,R0381,1
P046,R0382,2
P046,R0383,1
P046,R0384,1
P046,R0385,1
P046,R0386,2
P046,R0387,2
P046,R0388,1
P046,R0389,1
P046,R0390,1
P046,R0391,1
P046,R0392,1
P046,R0393,1
P046,R0394,2
P046,R0395,1
P046,R0396,2
P046,R0397,2
P046,R0398,2
P046,R0399,1
P046,R0400,1
P046,R0401,1
P046,R0402,1
P046,R0403,1
P046,R0404,2
P046,R0405,1
P046,R0406,2
P046,R0407,2
P046,R0408,1
P046,R0409,1
P046,R0410,2
P046,R0411,2
P046,R0412,2
P046,R0413,2
P046,R0414,1
P046,R0415,2
P046,R0416,2
P046,R0417,1
P046,R0418,1
P046,R0419,2
P046,R0420,1
P046,R0421,1
P046,R0422,1
P046,R0423,2
P046,R0424,1
P046,R0425,2
P046,R0426,2
P046,R0427,1
P046,R0428,1
P046,R0429,1
P046,R0430,2
P046,R0431,1
P046,R0432,2
P046,R0433,2
P046,R0434,1
P046,R0435,2
P046,R0436,1
P046,R0437,1
P046,R0438,1
P046,R0439,2
P046,R0440,1
P046,R0441,2
P046,R0442,2
P046,R0443,1
P046,R0444,1
P046,R0445,1
P046,R0446,2
P046,R0447,1
P046,R0448,1
P046,R0449,2
P046,R0450,1
P046,R0451,2
P046,R0452,2
P046,R0453,2
P046,R0454,1
P046,R0455,2
P046,R0456,2
P046,R0457,2
P046,R0458,1
P046,R0459,2
P046,R0460,2
P046,R0461,1
P046,R0462,2
P046,R0463,1
P046,R0464,1
P046,R0465,1
P046,R0466,2
P046,R0467,2
P046,R0468,1
P046,R0469,1
P046,R0470,2
P046,R0471,1
P046,R0472,2
P046,R0473,2
P046,R0474,1
P046,R0475,1
P046,R0476,2
P046,R0477,1
P046,R0478,1
P046,R0479,1
P046,R0480,1
P046,R0481,2
P046,R0482,1
P046,R0483,1
P046,R0484,1
P046,R0485,2
P046,R0486,2
P046,R0487,2
P046,R0488,2
P046,R0489,1
P046,R0490,1
P046,R0491,1
P046,R0492,2
P046,R0493,2
P046,R0494,2
P046,R0495,1
P046,R0496,2
P046,R0497,2
P046,R0498,1
P046,R0499,2
P046,R0500,2
P046,R0501,2
P046,R0502,2
P046,R0503,2
P046,R0504,2
P046,R0505,1
P046,R0506,2
P046,R0507,1
P046,R0508,1
P046,R0509,2
P046,R0510,1
P046,R0511,2
P046,R0512,1
P046,R0513,2
P046,R0514,1
P046,R0515,2
P046,R0516,2
P046,R0517,2
P046,R0518,1
